time_id,order_date,day_of_week,month,year,quarter
2218,2019-04-04 18:27:00,Thursday,4,2019,2
2219,2019-04-04 18:28:00,Thursday,4,2019,2
2220,2019-04-04 18:28:00,Thursday,4,2019,2
2221,2019-04-04 18:29:00,Thursday,4,2019,2
2222,2019-04-04 18:32:00,Thursday,4,2019,2
2223,2019-04-04 18:32:00,Thursday,4,2019,2
2224,2019-04-04 18:33:00,Thursday,4,2019,2
2225,2019-04-04 18:33:00,Thursday,4,2019,2
2226,2019-04-04 18:35:00,Thursday,4,2019,2
2227,2019-04-04 18:36:00,Thursday,4,2019,2
2228,2019-04-04 18:38:00,Thursday,4,2019,2
2229,2019-04-04 18:39:00,Thursday,4,2019,2
2230,2019-04-04 18:40:00,Thursday,4,2019,2
2231,2019-04-04 18:42:00,Thursday,4,2019,2
2232,2019-04-04 18:43:00,Thursday,4,2019,2
2233,2019-04-04 18:43:00,Thursday,4,2019,2
2234,2019-04-04 18:46:00,Thursday,4,2019,2
2235,2019-04-04 18:46:00,Thursday,4,2019,2
2236,2019-04-04 18:47:00,Thursday,4,2019,2
2237,2019-04-04 18:47:00,Thursday,4,2019,2
2238,2019-04-04 18:48:00,Thursday,4,2019,2
2239,2019-04-04 18:48:00,Thursday,4,2019,2
2240,2019-04-04 18:48:00,Thursday,4,2019,2
2241,2019-04-04 18:49:00,Thursday,4,2019,2
2242,2019-04-04 18:49:00,Thursday,4,2019,2
2243,2019-04-04 18:51:00,Thursday,4,2019,2
2244,2019-04-04 18:52:00,Thursday,4,2019,2
2245,2019-04-04 18:52:00,Thursday,4,2019,2
2246,2019-04-04 18:52:00,Thursday,4,2019,2
2247,2019-04-04 18:53:00,Thursday,4,2019,2
2248,2019-04-04 18:55:00,Thursday,4,2019,2
2249,2019-04-04 18:55:00,Thursday,4,2019,2
2250,2019-04-04 18:56:00,Thursday,4,2019,2
2251,2019-04-04 18:56:00,Thursday,4,2019,2
2252,2019-04-04 18:57:00,Thursday,4,2019,2
2253,2019-04-04 18:58:00,Thursday,4,2019,2
2254,2019-04-04 18:58:00,Thursday,4,2019,2
2255,2019-04-04 18:58:00,Thursday,4,2019,2
2256,2019-04-04 19:00:00,Thursday,4,2019,2
2257,2019-04-04 19:00:00,Thursday,4,2019,2
2258,2019-04-04 19:01:00,Thursday,4,2019,2
2259,2019-04-04 19:01:00,Thursday,4,2019,2
2260,2019-04-04 19:04:00,Thursday,4,2019,2
2261,2019-04-04 19:04:00,Thursday,4,2019,2
2262,2019-04-04 19:09:00,Thursday,4,2019,2
2263,2019-04-04 19:14:00,Thursday,4,2019,2
2264,2019-04-04 19:15:00,Thursday,4,2019,2
2265,2019-04-04 19:17:00,Thursday,4,2019,2
2266,2019-04-04 19:18:00,Thursday,4,2019,2
2267,2019-04-04 19:20:00,Thursday,4,2019,2
2268,2019-04-04 19:20:00,Thursday,4,2019,2
2269,2019-04-04 19:21:00,Thursday,4,2019,2
2270,2019-04-04 19:21:00,Thursday,4,2019,2
2271,2019-04-04 19:22:00,Thursday,4,2019,2
2272,2019-04-04 19:24:00,Thursday,4,2019,2
2273,2019-04-04 19:25:00,Thursday,4,2019,2
2274,2019-04-04 19:27:00,Thursday,4,2019,2
2275,2019-04-04 19:27:00,Thursday,4,2019,2
2276,2019-04-04 19:28:00,Thursday,4,2019,2
2277,2019-04-04 19:30:00,Thursday,4,2019,2
2278,2019-04-04 19:33:00,Thursday,4,2019,2
2279,2019-04-04 19:36:00,Thursday,4,2019,2
2280,2019-04-04 19:41:00,Thursday,4,2019,2
2281,2019-04-04 19:42:00,Thursday,4,2019,2
2282,2019-04-04 19:42:00,Thursday,4,2019,2
2283,2019-04-04 19:42:00,Thursday,4,2019,2
2284,2019-04-04 19:43:00,Thursday,4,2019,2
2285,2019-04-04 19:44:00,Thursday,4,2019,2
2286,2019-04-04 19:47:00,Thursday,4,2019,2
2287,2019-04-04 19:47:00,Thursday,4,2019,2
2288,2019-04-04 19:48:00,Thursday,4,2019,2
2289,2019-04-04 19:48:00,Thursday,4,2019,2
2290,2019-04-04 19:48:00,Thursday,4,2019,2
2291,2019-04-04 19:49:00,Thursday,4,2019,2
2292,2019-04-04 19:54:00,Thursday,4,2019,2
2293,2019-04-04 20:01:00,Thursday,4,2019,2
2294,2019-04-04 20:02:00,Thursday,4,2019,2
2295,2019-04-04 20:03:00,Thursday,4,2019,2
2296,2019-04-04 20:05:00,Thursday,4,2019,2
2297,2019-04-04 20:07:00,Thursday,4,2019,2
2298,2019-04-04 20:13:00,Thursday,4,2019,2
2299,2019-04-04 20:13:00,Thursday,4,2019,2
2300,2019-04-04 20:13:00,Thursday,4,2019,2
2301,2019-04-04 20:16:00,Thursday,4,2019,2
2302,2019-04-04 20:17:00,Thursday,4,2019,2
2303,2019-04-04 20:19:00,Thursday,4,2019,2
2304,2019-04-04 20:21:00,Thursday,4,2019,2
2305,2019-04-04 20:21:00,Thursday,4,2019,2
2306,2019-04-04 20:21:00,Thursday,4,2019,2
2307,2019-04-04 20:21:00,Thursday,4,2019,2
2308,2019-04-04 20:24:00,Thursday,4,2019,2
2309,2019-04-04 20:24:00,Thursday,4,2019,2
2310,2019-04-04 20:26:00,Thursday,4,2019,2
2311,2019-04-04 20:27:00,Thursday,4,2019,2
2312,2019-04-04 20:27:00,Thursday,4,2019,2
2313,2019-04-04 20:28:00,Thursday,4,2019,2
2314,2019-04-04 20:29:00,Thursday,4,2019,2
2315,2019-04-04 20:29:00,Thursday,4,2019,2
2316,2019-04-04 20:30:00,Thursday,4,2019,2
2317,2019-04-04 20:31:00,Thursday,4,2019,2
2318,2019-04-04 20:36:00,Thursday,4,2019,2
2319,2019-04-04 20:40:00,Thursday,4,2019,2
2320,2019-04-04 20:41:00,Thursday,4,2019,2
2321,2019-04-04 20:43:00,Thursday,4,2019,2
2322,2019-04-04 20:45:00,Thursday,4,2019,2
2323,2019-04-04 20:48:00,Thursday,4,2019,2
2324,2019-04-04 20:48:00,Thursday,4,2019,2
2325,2019-04-04 20:49:00,Thursday,4,2019,2
2326,2019-04-04 20:49:00,Thursday,4,2019,2
2327,2019-04-04 20:50:00,Thursday,4,2019,2
2328,2019-04-04 20:51:00,Thursday,4,2019,2
2329,2019-04-04 20:52:00,Thursday,4,2019,2
2330,2019-04-04 20:53:00,Thursday,4,2019,2
2331,2019-04-04 20:54:00,Thursday,4,2019,2
2332,2019-04-04 20:56:00,Thursday,4,2019,2
2333,2019-04-04 21:00:00,Thursday,4,2019,2
2334,2019-04-04 21:03:00,Thursday,4,2019,2
2335,2019-04-04 21:06:00,Thursday,4,2019,2
2336,2019-04-04 21:08:00,Thursday,4,2019,2
2337,2019-04-04 21:11:00,Thursday,4,2019,2
2338,2019-04-04 21:20:00,Thursday,4,2019,2
2339,2019-04-04 21:20:00,Thursday,4,2019,2
2340,2019-04-04 21:20:00,Thursday,4,2019,2
2341,2019-04-04 21:22:00,Thursday,4,2019,2
2342,2019-04-04 21:24:00,Thursday,4,2019,2
2343,2019-04-04 21:28:00,Thursday,4,2019,2
2344,2019-04-04 21:29:00,Thursday,4,2019,2
2345,2019-04-04 21:31:00,Thursday,4,2019,2
2346,2019-04-04 21:31:00,Thursday,4,2019,2
2347,2019-04-04 21:32:00,Thursday,4,2019,2
2348,2019-04-04 21:32:00,Thursday,4,2019,2
2349,2019-04-04 21:33:00,Thursday,4,2019,2
2350,2019-04-04 21:34:00,Thursday,4,2019,2
2351,2019-04-04 21:35:00,Thursday,4,2019,2
2352,2019-04-04 21:38:00,Thursday,4,2019,2
2353,2019-04-04 21:38:00,Thursday,4,2019,2
2354,2019-04-04 21:40:00,Thursday,4,2019,2
2355,2019-04-04 21:43:00,Thursday,4,2019,2
2356,2019-04-04 21:44:00,Thursday,4,2019,2
2357,2019-04-04 21:47:00,Thursday,4,2019,2
2358,2019-04-04 21:48:00,Thursday,4,2019,2
2359,2019-04-04 21:49:00,Thursday,4,2019,2
2360,2019-04-04 21:50:00,Thursday,4,2019,2
2361,2019-04-04 21:52:00,Thursday,4,2019,2
2362,2019-04-04 21:53:00,Thursday,4,2019,2
2363,2019-04-04 21:59:00,Thursday,4,2019,2
2364,2019-04-04 22:01:00,Thursday,4,2019,2
2365,2019-04-04 22:11:00,Thursday,4,2019,2
2366,2019-04-04 22:12:00,Thursday,4,2019,2
2367,2019-04-04 22:15:00,Thursday,4,2019,2
2368,2019-04-04 22:18:00,Thursday,4,2019,2
2369,2019-04-04 22:25:00,Thursday,4,2019,2
2370,2019-04-04 22:33:00,Thursday,4,2019,2
2371,2019-04-04 22:33:00,Thursday,4,2019,2
2372,2019-04-04 22:45:00,Thursday,4,2019,2
2373,2019-04-04 22:45:00,Thursday,4,2019,2
2374,2019-04-04 22:45:00,Thursday,4,2019,2
2375,2019-04-04 22:45:00,Thursday,4,2019,2
2376,2019-04-04 22:48:00,Thursday,4,2019,2
2377,2019-04-04 22:52:00,Thursday,4,2019,2
2378,2019-04-04 22:54:00,Thursday,4,2019,2
2379,2019-04-04 22:54:00,Thursday,4,2019,2
2380,2019-04-04 22:54:00,Thursday,4,2019,2
2381,2019-04-04 22:55:00,Thursday,4,2019,2
2382,2019-04-04 22:55:00,Thursday,4,2019,2
2383,2019-04-04 22:57:00,Thursday,4,2019,2
2384,2019-04-04 22:58:00,Thursday,4,2019,2
2385,2019-04-04 22:59:00,Thursday,4,2019,2
2386,2019-04-04 22:59:00,Thursday,4,2019,2
2387,2019-04-04 23:00:00,Thursday,4,2019,2
2388,2019-04-04 23:00:00,Thursday,4,2019,2
2389,2019-04-04 23:13:00,Thursday,4,2019,2
2390,2019-04-04 23:22:00,Thursday,4,2019,2
2391,2019-04-04 23:22:00,Thursday,4,2019,2
2392,2019-04-04 23:25:00,Thursday,4,2019,2
2393,2019-04-04 23:35:00,Thursday,4,2019,2
2394,2019-04-04 23:35:00,Thursday,4,2019,2
2395,2019-04-04 23:36:00,Thursday,4,2019,2
2396,2019-04-04 23:39:00,Thursday,4,2019,2
2397,2019-04-04 23:43:00,Thursday,4,2019,2
2398,2019-04-04 23:44:00,Thursday,4,2019,2
2399,2019-04-04 23:51:00,Thursday,4,2019,2
2400,2019-04-04 23:53:00,Thursday,4,2019,2
2401,2019-04-04 23:54:00,Thursday,4,2019,2
2402,2019-04-04 23:59:00,Thursday,4,2019,2
2403,2019-04-05 00:00:00,Friday,4,2019,2
2404,2019-04-05 00:00:00,Friday,4,2019,2
2405,2019-04-05 00:01:00,Friday,4,2019,2
2406,2019-04-05 00:02:00,Friday,4,2019,2
2407,2019-04-05 00:14:00,Friday,4,2019,2
2408,2019-04-05 00:17:00,Friday,4,2019,2
2409,2019-04-05 00:29:00,Friday,4,2019,2
2410,2019-04-05 00:29:00,Friday,4,2019,2
2411,2019-04-05 00:34:00,Friday,4,2019,2
2412,2019-04-05 00:35:00,Friday,4,2019,2
2413,2019-04-05 00:38:00,Friday,4,2019,2
2414,2019-04-05 00:40:00,Friday,4,2019,2
2415,2019-04-05 00:40:00,Friday,4,2019,2
2416,2019-04-05 00:58:00,Friday,4,2019,2
2417,2019-04-05 00:58:00,Friday,4,2019,2
2418,2019-04-05 01:05:00,Friday,4,2019,2
2419,2019-04-05 01:07:00,Friday,4,2019,2
2420,2019-04-05 01:29:00,Friday,4,2019,2
2421,2019-04-05 01:47:00,Friday,4,2019,2
2422,2019-04-05 02:02:00,Friday,4,2019,2
2423,2019-04-05 02:22:00,Friday,4,2019,2
2424,2019-04-05 02:42:00,Friday,4,2019,2
2425,2019-04-05 02:43:00,Friday,4,2019,2
2426,2019-04-05 03:05:00,Friday,4,2019,2
2427,2019-04-05 03:09:00,Friday,4,2019,2
2428,2019-04-05 03:44:00,Friday,4,2019,2
2429,2019-04-05 04:35:00,Friday,4,2019,2
2430,2019-04-05 04:48:00,Friday,4,2019,2
2431,2019-04-05 04:50:00,Friday,4,2019,2
2432,2019-04-05 04:57:00,Friday,4,2019,2
2433,2019-04-05 05:09:00,Friday,4,2019,2
2434,2019-04-05 05:17:00,Friday,4,2019,2
2435,2019-04-05 05:21:00,Friday,4,2019,2
2436,2019-04-05 05:22:00,Friday,4,2019,2
2437,2019-04-05 05:54:00,Friday,4,2019,2
2438,2019-04-05 06:04:00,Friday,4,2019,2
2439,2019-04-05 06:10:00,Friday,4,2019,2
2440,2019-04-05 06:20:00,Friday,4,2019,2
2441,2019-04-05 06:21:00,Friday,4,2019,2
2442,2019-04-05 06:24:00,Friday,4,2019,2
2443,2019-04-05 06:30:00,Friday,4,2019,2
2444,2019-04-05 06:37:00,Friday,4,2019,2
2445,2019-04-05 06:38:00,Friday,4,2019,2
2446,2019-04-05 06:46:00,Friday,4,2019,2
2447,2019-04-05 06:54:00,Friday,4,2019,2
2448,2019-04-05 06:56:00,Friday,4,2019,2
2449,2019-04-05 07:00:00,Friday,4,2019,2
2450,2019-04-05 07:02:00,Friday,4,2019,2
2451,2019-04-05 07:07:00,Friday,4,2019,2
2452,2019-04-05 07:11:00,Friday,4,2019,2
2453,2019-04-05 07:16:00,Friday,4,2019,2
2454,2019-04-05 07:33:00,Friday,4,2019,2
2455,2019-04-05 07:33:00,Friday,4,2019,2
2456,2019-04-05 07:37:00,Friday,4,2019,2
2457,2019-04-05 07:39:00,Friday,4,2019,2
2458,2019-04-05 07:40:00,Friday,4,2019,2
2459,2019-04-05 07:42:00,Friday,4,2019,2
2460,2019-04-05 07:42:00,Friday,4,2019,2
2461,2019-04-05 07:45:00,Friday,4,2019,2
2462,2019-04-05 07:46:00,Friday,4,2019,2
2463,2019-04-05 07:47:00,Friday,4,2019,2
2464,2019-04-05 07:49:00,Friday,4,2019,2
2465,2019-04-05 07:52:00,Friday,4,2019,2
2466,2019-04-05 07:52:00,Friday,4,2019,2
2467,2019-04-05 07:52:00,Friday,4,2019,2
2468,2019-04-05 08:03:00,Friday,4,2019,2
2469,2019-04-05 08:11:00,Friday,4,2019,2
2470,2019-04-05 08:21:00,Friday,4,2019,2
2471,2019-04-05 08:27:00,Friday,4,2019,2
2472,2019-04-05 08:28:00,Friday,4,2019,2
2473,2019-04-05 08:30:00,Friday,4,2019,2
2474,2019-04-05 08:37:00,Friday,4,2019,2
2475,2019-04-05 08:44:00,Friday,4,2019,2
2476,2019-04-05 08:47:00,Friday,4,2019,2
2477,2019-04-05 08:52:00,Friday,4,2019,2
2478,2019-04-05 08:55:00,Friday,4,2019,2
2479,2019-04-05 09:01:00,Friday,4,2019,2
2480,2019-04-05 09:03:00,Friday,4,2019,2
2481,2019-04-05 09:10:00,Friday,4,2019,2
2482,2019-04-05 09:15:00,Friday,4,2019,2
2483,2019-04-05 09:17:00,Friday,4,2019,2
2484,2019-04-05 09:24:00,Friday,4,2019,2
2485,2019-04-05 09:26:00,Friday,4,2019,2
2486,2019-04-05 09:27:00,Friday,4,2019,2
2487,2019-04-05 09:31:00,Friday,4,2019,2
2488,2019-04-05 09:35:00,Friday,4,2019,2
2489,2019-04-05 09:35:00,Friday,4,2019,2
2490,2019-04-05 09:36:00,Friday,4,2019,2
2491,2019-04-05 09:39:00,Friday,4,2019,2
2492,2019-04-05 09:39:00,Friday,4,2019,2
2493,2019-04-05 09:40:00,Friday,4,2019,2
2494,2019-04-05 09:43:00,Friday,4,2019,2
2495,2019-04-05 09:44:00,Friday,4,2019,2
2496,2019-04-05 09:46:00,Friday,4,2019,2
2497,2019-04-05 09:46:00,Friday,4,2019,2
2498,2019-04-05 09:47:00,Friday,4,2019,2
2499,2019-04-05 09:47:00,Friday,4,2019,2
2500,2019-04-05 09:50:00,Friday,4,2019,2
2501,2019-04-05 09:52:00,Friday,4,2019,2
2502,2019-04-05 09:57:00,Friday,4,2019,2
2503,2019-04-05 09:59:00,Friday,4,2019,2
2504,2019-04-05 10:01:00,Friday,4,2019,2
2505,2019-04-05 10:01:00,Friday,4,2019,2
2506,2019-04-05 10:01:00,Friday,4,2019,2
2507,2019-04-05 10:03:00,Friday,4,2019,2
2508,2019-04-05 10:13:00,Friday,4,2019,2
2509,2019-04-05 10:17:00,Friday,4,2019,2
2510,2019-04-05 10:18:00,Friday,4,2019,2
2511,2019-04-05 10:18:00,Friday,4,2019,2
2512,2019-04-05 10:19:00,Friday,4,2019,2
2513,2019-04-05 10:19:00,Friday,4,2019,2
2514,2019-04-05 10:19:00,Friday,4,2019,2
2515,2019-04-05 10:20:00,Friday,4,2019,2
2516,2019-04-05 10:21:00,Friday,4,2019,2
2517,2019-04-05 10:21:00,Friday,4,2019,2
2518,2019-04-05 10:22:00,Friday,4,2019,2
2519,2019-04-05 10:22:00,Friday,4,2019,2
2520,2019-04-05 10:25:00,Friday,4,2019,2
2521,2019-04-05 10:26:00,Friday,4,2019,2
2522,2019-04-05 10:29:00,Friday,4,2019,2
2523,2019-04-05 10:29:00,Friday,4,2019,2
2524,2019-04-05 10:31:00,Friday,4,2019,2
2525,2019-04-05 10:32:00,Friday,4,2019,2
2526,2019-04-05 10:36:00,Friday,4,2019,2
2527,2019-04-05 10:37:00,Friday,4,2019,2
2528,2019-04-05 10:38:00,Friday,4,2019,2
2529,2019-04-05 10:39:00,Friday,4,2019,2
2530,2019-04-05 10:40:00,Friday,4,2019,2
2531,2019-04-05 10:40:00,Friday,4,2019,2
2532,2019-04-05 10:40:00,Friday,4,2019,2
2533,2019-04-05 10:42:00,Friday,4,2019,2
2534,2019-04-05 10:47:00,Friday,4,2019,2
2535,2019-04-05 10:48:00,Friday,4,2019,2
2536,2019-04-05 10:48:00,Friday,4,2019,2
2537,2019-04-05 10:49:00,Friday,4,2019,2
2538,2019-04-05 10:50:00,Friday,4,2019,2
2539,2019-04-05 10:51:00,Friday,4,2019,2
2540,2019-04-05 10:54:00,Friday,4,2019,2
2541,2019-04-05 10:55:00,Friday,4,2019,2
2542,2019-04-05 11:00:00,Friday,4,2019,2
2543,2019-04-05 11:02:00,Friday,4,2019,2
2544,2019-04-05 11:02:00,Friday,4,2019,2
2545,2019-04-05 11:02:00,Friday,4,2019,2
2546,2019-04-05 11:07:00,Friday,4,2019,2
2547,2019-04-05 11:09:00,Friday,4,2019,2
2548,2019-04-05 11:10:00,Friday,4,2019,2
2549,2019-04-05 11:12:00,Friday,4,2019,2
2550,2019-04-05 11:12:00,Friday,4,2019,2
2551,2019-04-05 11:12:00,Friday,4,2019,2
2552,2019-04-05 11:12:00,Friday,4,2019,2
2553,2019-04-05 11:12:00,Friday,4,2019,2
2554,2019-04-05 11:15:00,Friday,4,2019,2
2555,2019-04-05 11:16:00,Friday,4,2019,2
2556,2019-04-05 11:17:00,Friday,4,2019,2
2557,2019-04-05 11:17:00,Friday,4,2019,2
2558,2019-04-05 11:18:00,Friday,4,2019,2
2559,2019-04-05 11:18:00,Friday,4,2019,2
2560,2019-04-05 11:19:00,Friday,4,2019,2
2561,2019-04-05 11:19:00,Friday,4,2019,2
2562,2019-04-05 11:22:00,Friday,4,2019,2
2563,2019-04-05 11:22:00,Friday,4,2019,2
2564,2019-04-05 11:25:00,Friday,4,2019,2
2565,2019-04-05 11:27:00,Friday,4,2019,2
2566,2019-04-05 11:28:00,Friday,4,2019,2
2567,2019-04-05 11:28:00,Friday,4,2019,2
2568,2019-04-05 11:31:00,Friday,4,2019,2
2569,2019-04-05 11:34:00,Friday,4,2019,2
2570,2019-04-05 11:35:00,Friday,4,2019,2
2571,2019-04-05 11:38:00,Friday,4,2019,2
2572,2019-04-05 11:38:00,Friday,4,2019,2
2573,2019-04-05 11:40:00,Friday,4,2019,2
2574,2019-04-05 11:41:00,Friday,4,2019,2
2575,2019-04-05 11:42:00,Friday,4,2019,2
2576,2019-04-05 11:44:00,Friday,4,2019,2
2577,2019-04-05 11:47:00,Friday,4,2019,2
2578,2019-04-05 11:47:00,Friday,4,2019,2
2579,2019-04-05 11:48:00,Friday,4,2019,2
2580,2019-04-05 11:53:00,Friday,4,2019,2
2581,2019-04-05 11:56:00,Friday,4,2019,2
2582,2019-04-05 11:58:00,Friday,4,2019,2
2583,2019-04-05 11:59:00,Friday,4,2019,2
2584,2019-04-05 11:59:00,Friday,4,2019,2
2585,2019-04-05 12:00:00,Friday,4,2019,2
2586,2019-04-05 12:00:00,Friday,4,2019,2
2587,2019-04-05 12:04:00,Friday,4,2019,2
2588,2019-04-05 12:05:00,Friday,4,2019,2
2589,2019-04-05 12:08:00,Friday,4,2019,2
2590,2019-04-05 12:15:00,Friday,4,2019,2
2591,2019-04-05 12:21:00,Friday,4,2019,2
2592,2019-04-05 12:22:00,Friday,4,2019,2
2593,2019-04-05 12:25:00,Friday,4,2019,2
2594,2019-04-05 12:25:00,Friday,4,2019,2
2595,2019-04-05 12:26:00,Friday,4,2019,2
2596,2019-04-05 12:28:00,Friday,4,2019,2
2597,2019-04-05 12:30:00,Friday,4,2019,2
2598,2019-04-05 12:31:00,Friday,4,2019,2
2599,2019-04-05 12:32:00,Friday,4,2019,2
2600,2019-04-05 12:33:00,Friday,4,2019,2
2601,2019-04-05 12:33:00,Friday,4,2019,2
2602,2019-04-05 12:35:00,Friday,4,2019,2
2603,2019-04-05 12:37:00,Friday,4,2019,2
2604,2019-04-05 12:42:00,Friday,4,2019,2
2605,2019-04-05 12:43:00,Friday,4,2019,2
2606,2019-04-05 12:44:00,Friday,4,2019,2
2607,2019-04-05 12:44:00,Friday,4,2019,2
2608,2019-04-05 12:46:00,Friday,4,2019,2
2609,2019-04-05 12:52:00,Friday,4,2019,2
2610,2019-04-05 12:53:00,Friday,4,2019,2
2611,2019-04-05 12:56:00,Friday,4,2019,2
2612,2019-04-05 12:56:00,Friday,4,2019,2
2613,2019-04-05 12:58:00,Friday,4,2019,2
2614,2019-04-05 12:59:00,Friday,4,2019,2
2615,2019-04-05 12:59:00,Friday,4,2019,2
2616,2019-04-05 13:01:00,Friday,4,2019,2
2617,2019-04-05 13:01:00,Friday,4,2019,2
2618,2019-04-05 13:01:00,Friday,4,2019,2
2619,2019-04-05 13:09:00,Friday,4,2019,2
2620,2019-04-05 13:10:00,Friday,4,2019,2
2621,2019-04-05 13:11:00,Friday,4,2019,2
2622,2019-04-05 13:13:00,Friday,4,2019,2
2623,2019-04-05 13:13:00,Friday,4,2019,2
2624,2019-04-05 13:14:00,Friday,4,2019,2
2625,2019-04-05 13:14:00,Friday,4,2019,2
2626,2019-04-05 13:17:00,Friday,4,2019,2
2627,2019-04-05 13:22:00,Friday,4,2019,2
2628,2019-04-05 13:23:00,Friday,4,2019,2
2629,2019-04-05 13:26:00,Friday,4,2019,2
2630,2019-04-05 13:28:00,Friday,4,2019,2
2631,2019-04-05 13:29:00,Friday,4,2019,2
2632,2019-04-05 13:29:00,Friday,4,2019,2
2633,2019-04-05 13:32:00,Friday,4,2019,2
2634,2019-04-05 13:35:00,Friday,4,2019,2
2635,2019-04-05 13:37:00,Friday,4,2019,2
2636,2019-04-05 13:45:00,Friday,4,2019,2
2637,2019-04-05 13:48:00,Friday,4,2019,2
2638,2019-04-05 13:50:00,Friday,4,2019,2
2639,2019-04-05 13:51:00,Friday,4,2019,2
2640,2019-04-05 13:52:00,Friday,4,2019,2
2641,2019-04-05 13:53:00,Friday,4,2019,2
2642,2019-04-05 13:57:00,Friday,4,2019,2
2643,2019-04-05 14:00:00,Friday,4,2019,2
2644,2019-04-05 14:01:00,Friday,4,2019,2
2645,2019-04-05 14:03:00,Friday,4,2019,2
2646,2019-04-05 14:05:00,Friday,4,2019,2
2647,2019-04-05 14:06:00,Friday,4,2019,2
2648,2019-04-05 14:08:00,Friday,4,2019,2
2649,2019-04-05 14:08:00,Friday,4,2019,2
2650,2019-04-05 14:08:00,Friday,4,2019,2
2651,2019-04-05 14:10:00,Friday,4,2019,2
2652,2019-04-05 14:10:00,Friday,4,2019,2
2653,2019-04-05 14:12:00,Friday,4,2019,2
2654,2019-04-05 14:12:00,Friday,4,2019,2
2655,2019-04-05 14:12:00,Friday,4,2019,2
2656,2019-04-05 14:14:00,Friday,4,2019,2
2657,2019-04-05 14:16:00,Friday,4,2019,2
2658,2019-04-05 14:17:00,Friday,4,2019,2
2659,2019-04-05 14:17:00,Friday,4,2019,2
2660,2019-04-05 14:19:00,Friday,4,2019,2
2661,2019-04-05 14:19:00,Friday,4,2019,2
2662,2019-04-05 14:20:00,Friday,4,2019,2
2663,2019-04-05 14:20:00,Friday,4,2019,2
2664,2019-04-05 14:22:00,Friday,4,2019,2
2665,2019-04-05 14:24:00,Friday,4,2019,2
2666,2019-04-05 14:24:00,Friday,4,2019,2
2667,2019-04-05 14:30:00,Friday,4,2019,2
2668,2019-04-05 14:31:00,Friday,4,2019,2
2669,2019-04-05 14:31:00,Friday,4,2019,2
2670,2019-04-05 14:33:00,Friday,4,2019,2
2671,2019-04-05 14:36:00,Friday,4,2019,2
2672,2019-04-05 14:41:00,Friday,4,2019,2
2673,2019-04-05 14:41:00,Friday,4,2019,2
2674,2019-04-05 14:43:00,Friday,4,2019,2
2675,2019-04-05 14:43:00,Friday,4,2019,2
2676,2019-04-05 14:45:00,Friday,4,2019,2
2677,2019-04-05 14:45:00,Friday,4,2019,2
2678,2019-04-05 14:46:00,Friday,4,2019,2
2679,2019-04-05 14:46:00,Friday,4,2019,2
2680,2019-04-05 14:46:00,Friday,4,2019,2
2681,2019-04-05 14:48:00,Friday,4,2019,2
2682,2019-04-05 14:49:00,Friday,4,2019,2
2683,2019-04-05 14:49:00,Friday,4,2019,2
2684,2019-04-05 14:51:00,Friday,4,2019,2
2685,2019-04-05 14:55:00,Friday,4,2019,2
2686,2019-04-05 14:57:00,Friday,4,2019,2
2687,2019-04-05 15:01:00,Friday,4,2019,2
2688,2019-04-05 15:01:00,Friday,4,2019,2
2689,2019-04-05 15:01:00,Friday,4,2019,2
2690,2019-04-05 15:02:00,Friday,4,2019,2
2691,2019-04-05 15:03:00,Friday,4,2019,2
2692,2019-04-05 15:07:00,Friday,4,2019,2
2693,2019-04-05 15:08:00,Friday,4,2019,2
2694,2019-04-05 15:08:00,Friday,4,2019,2
2695,2019-04-05 15:10:00,Friday,4,2019,2
2696,2019-04-05 15:12:00,Friday,4,2019,2
2697,2019-04-05 15:16:00,Friday,4,2019,2
2698,2019-04-05 15:16:00,Friday,4,2019,2
2699,2019-04-05 15:16:00,Friday,4,2019,2
2700,2019-04-05 15:22:00,Friday,4,2019,2
2701,2019-04-05 15:22:00,Friday,4,2019,2
2702,2019-04-05 15:23:00,Friday,4,2019,2
2703,2019-04-05 15:24:00,Friday,4,2019,2
2704,2019-04-05 15:25:00,Friday,4,2019,2
2705,2019-04-05 15:26:00,Friday,4,2019,2
2706,2019-04-05 15:29:00,Friday,4,2019,2
2707,2019-04-05 15:31:00,Friday,4,2019,2
2708,2019-04-05 15:33:00,Friday,4,2019,2
2709,2019-04-05 15:34:00,Friday,4,2019,2
2710,2019-04-05 15:40:00,Friday,4,2019,2
2711,2019-04-05 15:40:00,Friday,4,2019,2
2712,2019-04-05 15:40:00,Friday,4,2019,2
2713,2019-04-05 15:43:00,Friday,4,2019,2
2714,2019-04-05 15:45:00,Friday,4,2019,2
2715,2019-04-05 15:46:00,Friday,4,2019,2
2716,2019-04-05 15:48:00,Friday,4,2019,2
2717,2019-04-05 15:49:00,Friday,4,2019,2
2718,2019-04-05 15:51:00,Friday,4,2019,2
2719,2019-04-05 15:58:00,Friday,4,2019,2
2720,2019-04-05 15:59:00,Friday,4,2019,2
2721,2019-04-05 15:59:00,Friday,4,2019,2
2722,2019-04-05 16:00:00,Friday,4,2019,2
2723,2019-04-05 16:04:00,Friday,4,2019,2
2724,2019-04-05 16:08:00,Friday,4,2019,2
2725,2019-04-05 16:11:00,Friday,4,2019,2
2726,2019-04-05 16:12:00,Friday,4,2019,2
2727,2019-04-05 16:17:00,Friday,4,2019,2
